"Label","Modality","side","Atlas","Measurement","Anatomy"
"T1Hier_area_right_parahippocampaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","parahippocampal"
"T1Hier_area_right_pars_opercularisdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","pars opercularis"
"T1Hier_area_right_pars_orbitalisdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","pars orbitalis"
"T1Hier_area_right_pars_triangularisdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","pars triangularis"
"T1Hier_area_right_pericalcarinedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","pericalcarine"
"T1Hier_area_right_postcentraldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","postcentral"
"T1Hier_area_right_posterior_cingulatedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","posterior cingulate"
"T1Hier_area_right_precentraldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","precentral"
"T1Hier_area_right_precuneusdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","precuneus"
"T1Hier_area_right_putamendktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","putamen"
"T1Hier_area_right_rostral_anterior_cingulatedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","rostral anterior cingulate"
"T1Hier_area_right_rostral_middle_frontaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","rostral middle frontal"
"T1Hier_area_right_superior_frontaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","superior frontal"
"T1Hier_area_right_superior_parietaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","superior parietal"
"T1Hier_area_right_superior_temporaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","superior temporal"
"T1Hier_area_right_supramarginaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","supramarginal"
"T1Hier_area_right_thalamus_properdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","thalamus proper"
"T1Hier_area_right_transverse_temporaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","transverse temporal"
"T1Hier_area_right_ventral_dcdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","_ventral_dc"
"T1Hier_thk_4th_ventricledktregions","T1 hierarchical processing",NA,"desikan-killiany-tourville","geometry/thickness","4th ventricle"
"T1Hier_thk_csfdktregions","T1 hierarchical processing",NA,"desikan-killiany-tourville","geometry/thickness","csf"
"T1Hier_thk_brain_stemdktregions","T1 hierarchical processing",NA,"desikan-killiany-tourville","geometry/thickness","brain stem"
"T1Hier_thk_cerebellar_vermal_lobules_i.vdktregions","T1 hierarchical processing",NA,"desikan-killiany-tourville","geometry/thickness","cerebellar_vermal_lobules_i.v"
"T1Hier_thk_cerebellar_vermal_lobules_vi.viidktregions","T1 hierarchical processing",NA,"desikan-killiany-tourville","geometry/thickness","cerebellar_vermal_lobules_vi.vii"
"T1Hier_thk_cerebellar_vermal_lobules_viii.xdktregions","T1 hierarchical processing",NA,"desikan-killiany-tourville","geometry/thickness","cerebellar_vermal_lobules_viii.x"
"T1Hier_thk_left_amygdaladktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","amygdala"
"T1Hier_thk_left_caudal_anterior_cingulatedktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","caudal anterior cingulate"
"T1Hier_thk_left_caudal_middle_frontaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","caudal middle frontal"
"T1Hier_thk_left_caudatedktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","caudate"
"T1Hier_thk_left_cerebellem_exteriordktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","cerebellem exterior"
"T1Hier_thk_left_cerebellum_white_matterdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","cerebellum white matter"
"T1Hier_thk_left_cuneusdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","cuneus"
"T1Hier_thk_left_entorhinaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","entorhinal"
"T1Hier_thk_left_fusiformdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","fusiform"
"T1Hier_thk_left_hippocampusdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","hippocampus"
"T1Hier_thk_left_inferior_parietaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","inferior parietal"
"T1Hier_thk_left_inferior_temporaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","inferior temporal"
"T1Hier_thk_left_insuladktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","insula"
"T1Hier_thk_left_isthmus_cingulatedktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","isthmus cingulate"
"T1Hier_thk_left_lateral_occipitaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","lateral occipital"
"T1Hier_thk_left_lateral_orbitofrontaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","lateral orbitofrontal"
"T1Hier_thk_left_lateral_ventricledktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","lateral ventricle"
"T1Hier_thk_left_lingualdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","lingual"
"T1Hier_thk_left_medial_orbitofrontaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","medial orbitofrontal"
"T1Hier_thk_left_middle_temporaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","middle temporal"
"T1Hier_thk_left_pallidiumdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pallidium"
"T1Hier_thk_left_paracentraldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","paracentral"
"T1Hier_thk_left_parahippocampaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","parahippocampal"
"T1Hier_thk_left_pars_opercularisdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pars opercularis"
"T1Hier_thk_left_pars_orbitalisdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pars orbitalis"
"T1Hier_thk_left_pars_triangularisdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pars triangularis"
"T1Hier_thk_left_pericalcarinedktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pericalcarine"
"T1Hier_thk_left_postcentraldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","postcentral"
"T1Hier_thk_left_posterior_cingulatedktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","posterior cingulate"
"T1Hier_thk_left_precentraldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","precentral"
"T1Hier_thk_left_precuneusdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","precuneus"
"T1Hier_thk_left_putamendktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","putamen"
"T1Hier_thk_left_rostral_anterior_cingulatedktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","rostral anterior cingulate"
"T1Hier_thk_left_rostral_middle_frontaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","rostral middle frontal"
"T1Hier_thk_left_superior_frontaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","superior frontal"
"T1Hier_thk_left_superior_parietaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","superior parietal"
"T1Hier_thk_left_superior_temporaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","superior temporal"
"T1Hier_thk_left_supramarginaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","supramarginal"
"T1Hier_thk_left_thalamus_properdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","thalamus proper"
"T1Hier_thk_left_transverse_temporaldktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","transverse temporal"
"T1Hier_thk_left_ventral_dcdktregions","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","_ventral_dc"
"T1Hier_thk_right_amygdaladktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","amygdala"
"T1Hier_thk_right_caudal_anterior_cingulatedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","caudal anterior cingulate"
"T1Hier_thk_right_caudal_middle_frontaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","caudal middle frontal"
"T1Hier_thk_right_caudatedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","caudate"
"T1Hier_thk_right_cerebellum_exteriordktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","cerebellum exterior"
"T1Hier_thk_right_cerebellum_white_matterdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","cerebellum white matter"
"T1Hier_thk_right_cuneusdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","cuneus"
"T1Hier_thk_right_entorhinaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","entorhinal"
"T1Hier_thk_right_fusiformdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","fusiform"
"T1Hier_thk_right_hippocampusdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","hippocampus"
"T1Hier_thk_right_inferior_parietaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","inferior parietal"
"T1Hier_thk_right_inferior_temporaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","inferior temporal"
"T1Hier_thk_right_insuladktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","insula"
"T1Hier_thk_right_isthmus_cingulatedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","isthmus cingulate"
"T1Hier_thk_right_lateral_occipitaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","lateral occipital"
"T1Hier_thk_right_lateral_orbitofrontaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","lateral orbitofrontal"
"T1Hier_thk_right_lateral_ventricledktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","lateral ventricle"
"T1Hier_thk_right_lingualdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","lingual"
"T1Hier_thk_right_medial_orbitofrontaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","medial orbitofrontal"
"T1Hier_thk_right_middle_temporaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","middle temporal"
"T1Hier_thk_right_palladiumdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","palladium"
"T1Hier_thk_right_paracentraldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","paracentral"
"T1Hier_thk_right_parahippocampaldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","parahippocampal"
"T1Hier_thk_right_pars_opercularisdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","pars opercularis"
"T1Hier_thk_right_pars_orbitalisdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","pars orbitalis"
"T1Hier_thk_right_pars_triangularisdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","pars triangularis"
"T1Hier_thk_right_pericalcarinedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","pericalcarine"
"T1Hier_thk_right_postcentraldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","postcentral"
"T1Hier_thk_right_posterior_cingulatedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","posterior cingulate"
"T1Hier_thk_right_precentraldktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","precentral"
"T1Hier_thk_right_precuneusdktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","precuneus"
"T1Hier_thk_right_putamendktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","putamen"
"T1Hier_thk_right_rostral_anterior_cingulatedktregions","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","rostral anterior cingulate"
